,SD01,SD02_01,SD03_01,SD04,SD05_01,SD06,SD07,HI01,HI02,HI03,HI04,HI05,HI06,VR01,VR02,VR03,VR03_01,VR03_02,VR03_03,VR03_04,VR03_05,VR04_01,VR04_02,VR04_03,VR04_04,VR04_05,VR04_06,VR05_01,VR05_02,VR05_03,VR06,HM01,HM02_01,HM03,HM04_01,HM05,HM06,HM07_01,HM07_02,HM07_03,HM07_04,HM07_05,HM07_06,RG01,RG02,IS01_01,IS01_02,IS01_03,IS01_04,IS01_05,IS01_06,IS01_07,IS01_08,IS01_09,IS01_10,IS02_01,IS03_01,IO01,IO02,IO03,IO04,IO05,IO06,RW01_01,RW02_01,RW03_01,RW03_02,RW03_03,RW04_01,RW04_02,RW04_03,RW05_01,RW05_02,RW05_03,H101,H102_01,H102_02,H102_03,H102_04,H102_05,H102_06,H102_07,H103,H104_01,H104_02,H104_03,H105_01,H106_01,H201_01,H201_02,H202_01,H202_02,H202_03,CL01_01,CL01_02,CL01_03,CL01_04,CL01_05,CL01_06,CA01_01,CA01_02,CA01_03,CA01_04,CA01_05,CA01_06,CS01_01,CS01_02,CS01_03,CS01_04,CS01_05,CS01_06,US01_01,US01_02,US01_03,US01_04,unsicherheit_score,coping_score,risikowahrnehmung_score,handlungsbereitschaft_score,informationsverstaendnissubjektiv_score,quiz_score,M101_01,M101_02,M101_03,M101_04,M101_05,M101_06,M101_07,M101_08,M101_09,M101_10,M101_11,M101_12,M101_13,M101_14,M101_15,M101_16,M201_01,M201_02,M201_03,M201_04,M201_05,M201_06,M201_07,M201_08,M201_09,M201_10,M201_11,M201_12,M201_13,M201_14,M201_15,M201_16,M401_01,M401_02,M401_03,M401_04,M401_05,M401_06,M401_07,M401_08,M401_09,M401_10,M401_11,M401_12,M401_13,M401_14,M401_15,M401_16,M301_01,M301_02,M301_03,M301_04,M301_05,M301_06,M301_07,M301_08,M301_09,M301_10,M301_11,M301_12,M301_13,M301_14,M301_15,M301_16,Zielgruppe
52,Männlich,1957,01307,Ausbildung,2,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,Erdgeschoß,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,nein,eher ja,eher ja,nein,nein,eher ja,eher gering,eher gering,eher gering,Nein,Nein,,Nein,,Nein,Nein,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,eher ja,eher ja,eher ja,eher nein,eher ja,eher ja,eher ja,eher ja,,,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher hoch,eher gering,eher gering,eher gering,3,3,3,eher hoch,eher hoch,eher hoch,Ja,,,,,,,,Ja,,,,,,eher ja,eher ja,eher ja,eher ja,eher ja,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,3.0,2.5555555555555554,2.0,3.0,3.8,1.0,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
53,Männlich,1954,01855,Ausbildung,2,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,1. Etage,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,ja,eher ja,eher ja,eher ja,mittelmäßig,ja,eher ja,eher ja,ja,ausführliche Hinweise und Erleuterugen,kann ich nicht beurteilen,Option B,Option B,Option A,Option A,Option B,Option A,eher nein,eher gering,eher hoch,gering,gering,4,4,4,eher hoch,eher gering,eher gering,Nein,Keine Angabe,nein,ja,nein,Keine Angabe,Keine Angabe,Keine Angabe,Ja,,,,,,ja,eher nein,ja,eher nein,Keine Angabe,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,Keine Angabe,stimme eher zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme eher zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme eher nicht zu,Keine Angabe,stimme eher zu,stimme zu,2.25,1.6111111111111112,1.6666666666666667,2.4,4.2,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
54,Weiblich,1964,95100,Ausbildung,4,Ja,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,6 bis 10 Jahre,0 bis 5 Jahres,1. Etage,Nein,,,,,,,,,,,,,,,,,Nein,,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,klärt auf und gibt Tips für Gegenmassnahmen,nichts,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher hoch,eher gering,eher gering,eher gering,3,3,3,hoch,hoch,hoch,Nein,nein,eher ja,ja,eher nein,eher ja,Keine Angabe,ja,Ja,,,,"der Vermieter wird das Haus nun nicht extra kernsanieren lassen, weil hier ggf. die Radonwerte hoch sind, er wird mich kündigen und Wohnungen zu moderaten Preisen sind schwer zu bekommen, es ist alles nicht so einfach wie es immer dargestellt wird, der reale Stand bei Mietobjekten ist : es gibt SOFORT Nachmieter, denn es herrscht Wohnungsnot",,ja,ja,ja,ja,eher nein,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,3.3333333333333335,2.0,3.6,5.0,1.0,not_clicked,not_clicked,not_clicked,clicked,clicked,clicked,clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
55,Männlich,1980,01277,Ausbildung,1,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,6 bis 10 Jahre,länger als 10 Jahre,1. Etage,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,eher ja,ja,ja,ja,ja,sie klärt über alles ausführlich auf,nichts,Option B,Option B,Option A,Option A,Option B,Option A,ja,eher hoch,eher hoch,eher gering,eher gering,3,4,3,eher gering,eher gering,eher gering,Ja,,,,,,,,Ja,,,,,,ja,eher ja,ja,eher ja,eher nein,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme zu,stimme nicht zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme zu,3.0,2.5,2.3333333333333335,3.2,4.9,0.8333333333333334,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
56,Weiblich,1964,83471,Hochschulabschluß,4,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,0 bis 5 Jahres,2. Etage oder höher,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,eher nein,eher nein,ja,eher nein,eher nein,eher nein,eher gering,eher gering,eher gering,Ja,Nein,,Nein,,Nein,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,eher ja,eher ja,eher ja,ja,ja,ja,ja,ja,ja,die strukturierung,nichts,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher gering,Keine Angabe,eher gering,eher gering,4,4,3,Keine Angabe,eher gering,gering,Nein,eher ja,eher ja,Keine Angabe,ja,ja,eher nein,ja,Ja,,,,,,ja,ja,ja,ja,Keine Angabe,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme nicht zu,stimme eher nicht zu,stimme nicht zu,stimme nicht zu,1.25,2.5,1.3333333333333333,3.2,4.7,1.0,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
57,Weiblich,1963,94036,Schulabschluß,3,Ja,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,6 bis 10 Jahre,2. Etage oder höher,Ja,Edelgas,1,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,eher ja,ja,ja,ja,ja,eher nein,eher gering,eher gering,eher gering,Ja,Nein,,Nein,,Nein,Nein,eher hohe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,eher hohe Wirksamkeit,hohe Wirksamkeit,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,wichtige informationen begommen,gibt nichts,Option B,Option B,Option A,Option A,Option B,Option B,ja,eher hoch,eher gering,eher gering,gering,4,4,3,hoch,hoch,hoch,Ja,,,,,,,,Ja,,,,,,ja,nein,ja,eher nein,nein,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher nicht zu,stimme eher zu,stimme zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,3.25,3.2222222222222223,1.6666666666666667,2.4,5.0,1.0,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
58,Weiblich,1971,01237,Schulabschluß,2,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,länger als 10 Jahre,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Nein,,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,eher ja,eher ja,eher ja,eher nein,eher ja,eher ja,eher ja,eher ja,guter aufbau und erklärung,nichts,Option B,ich weiss es nicht,ich weiss es nicht,Option B,Option B,Option B,eher ja,Keine Angabe,eher hoch,eher hoch,eher gering,-1,-1,-1,Keine Angabe,Keine Angabe,Keine Angabe,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Ja,,,,,,eher ja,eher ja,eher ja,eher ja,eher ja,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,3.0,0.0,2.6666666666666665,3.0,4.0,0.5,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
59,Männlich,1937,09114,Hochschulabschluß,2,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,1. Etage,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,ja,ja,ja,eher ja,eher nein,ja,eher hoch,eher hoch,gering,Ja,Nein,,Nein,,Nein,Nein,eher hohe Wirksamkeit,keine Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,ja,eher ja,eher ja,eher ja,eher ja,mittelmäßig,ja,ja,ja,ja,,,Option B,Option B,Option B,Option A,Option B,Option B,eher ja,eher gering,eher gering,eher gering,gering,3,3,3,eher gering,eher gering,eher gering,Nein,Keine Angabe,Keine Angabe,ja,eher ja,eher ja,Keine Angabe,Keine Angabe,Nein,eher ja,eher ja,Keine Angabe,,,ja,ja,ja,ja,eher nein,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,Keine Angabe,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme nicht zu,2.25,2.7222222222222223,1.6666666666666667,3.6,4.4,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
60,Männlich,1962,84405,Hochschulabschluß,3,Nein,Ja,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Ja,in einem  Ein- oder Zweifamilienhaus,0 bis 5 Jahres,länger als 10 Jahre,Erdgeschoß,Ja,Edelgas,1,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,eher nein,eher nein,eher ja,eher nein,eher ja,nein,eher gering,eher gering,eher gering,Ja,Nein,,Nein,,Ja,Ja,eher hohe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,eher hohe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,ja,ja,eher ja,eher ja,eher ja,eher ja,eher ja,ja,ja,ja,nicht überzogen lang und verständlich,nichts,Option B,Option B,Option A,Option A,Option B,Option B,nein,eher hoch,eher gering,eher gering,gering,4,3,3,eher gering,eher gering,gering,Nein,nein,nein,eher nein,eher ja,nein,eher ja,nein,Ja,,,,bereits bei Baubegin erledigt,,ja,ja,eher ja,ja,ja,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,3.111111111111111,1.6666666666666667,3.8,4.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
61,Weiblich,1977,85354,Ausbildung,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,6 bis 10 Jahre,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,ja,mittelmäßig,mittelmäßig,eher ja,mittelmäßig,mittelmäßig,eher ja,eher ja,sehr übersichtlich,passt eigentlich alles,Option A,Option B,Option A,Option B,Option A,Option A,eher ja,eher hoch,eher gering,eher gering,eher gering,4,4,3,eher hoch,eher hoch,eher hoch,Nein,nein,eher ja,eher ja,eher nein,eher nein,eher nein,ja,Ja,,,,,,eher ja,eher nein,eher ja,eher ja,eher nein,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,3.0,2.9444444444444446,2.0,2.6,3.7,0.3333333333333333,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
62,Weiblich,1961,04703,Ausbildung,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,6 bis 10 Jahre,6 bis 10 Jahre,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Nein,,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ausführliche genaue Information und Informationen zur Reaktion,sehr lang,Option B,Option B,Option A,Option A,Option B,Option B,ja,hoch,eher hoch,gering,gering,4,4,3,eher gering,eher gering,gering,Nein,nein,nein,eher ja,eher ja,eher nein,eher ja,ja,Ja,,,,"ich wohne zur Miete, Veränderungen muss der Vermieter vornehmen",,ja,ja,ja,ja,eher nein,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme nicht zu,stimme nicht zu,1.5,3.611111111111111,1.6666666666666667,3.6,5.0,1.0,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
63,Männlich,1949,01796,Hochschulabschluß,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,6 bis 10 Jahre,länger als 10 Jahre,Erdgeschoß,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,ja,ja,ja,ja,ja,ja,eher gering,gering,gering,Ja,Nein,,Nein,,Nein,Nein,Keine Angabe,keine Wirksamkeit,Keine Angabe,keine Wirksamkeit,keine Wirksamkeit,hohe Wirksamkeit,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,"Sie vermittelt viel Neues, was man noch gar nicht gewusst hat. Die Bevölkerung wird dadurch offensiv aufgeklärt.",nichts,Option B,Option B,Option A,Option A,Option B,Option B,ja,eher hoch,eher gering,eher gering,eher gering,4,4,4,eher hoch,eher hoch,eher hoch,Nein,eher nein,eher ja,ja,nein,eher ja,eher ja,eher nein,Ja,,,,,,ja,nein,ja,eher ja,eher nein,stimme nicht zu,stimme zu,stimme eher zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme zu,stimme zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme nicht zu,stimme nicht zu,2.0,2.888888888888889,2.0,2.8,5.0,1.0,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
64,Männlich,1958,01307,Ausbildung,1,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,2. Etage oder höher,Ja,Edelgas,3,ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,ausgewählt,ja,ja,ja,nein,eher ja,nein,eher gering,gering,gering,Ja,Nein,,Nein,,Nein,Nein,keine Wirksamkeit,keine Wirksamkeit,eher hohe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,hohe Wirksamkeit,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,mittelmäßig,ja,ja,ja,ja,ja,ja,Klar gegliedert und gut verständlich-,nichts,Option B,Option B,Option A,Option A,Option B,Option B,nein,eher gering,gering,eher gering,gering,4,3,4,eher hoch,eher hoch,eher hoch,Nein,Keine Angabe,nein,ja,ja,ja,Keine Angabe,ja,Ja,,,,Ich wohne im 3.Stock,,ja,ja,ja,ja,ja,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme nicht zu,0.25,2.388888888888889,1.3333333333333333,4.0,4.8,1.0,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
65,Männlich,1945,01099,Ausbildung,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,2. Etage oder höher,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,ja,nein,ja,ja,ja,nein,eher gering,gering,gering,Ja,Nein,,Nein,,Nein,Nein,eher geringe Wirksamkeit,keine Wirksamkeit,hohe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,hohe Wirksamkeit,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,,,Option B,Option B,Option A,Option A,Option B,Option B,nein,gering,gering,gering,gering,3,3,3,eher gering,eher gering,gering,Nein,nein,nein,nein,ja,ja,Keine Angabe,Keine Angabe,Ja,,,,,,ja,nein,ja,ja,ja,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,stimme zu,Keine Angabe,Keine Angabe,Keine Angabe,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme zu,4.0,2.2222222222222223,1.0,3.4,5.0,1.0,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
